INSERT INTO Taxi VALUES ('YPP6492', 'Renault', 'Citroen', '2003', 'LP881328');
INSERT INTO Taxi VALUES ('NLX2189', 'Fiat', 'Mitsubishi', '2001', 'MR877803');
INSERT INTO Taxi VALUES ('RYR7588', 'BYD', 'Nissan', '2016', 'CK237673');
INSERT INTO Taxi VALUES ('GIY7546', 'Honda', 'Volkswagen', '2009', 'JF763764');
INSERT INTO Taxi VALUES ('UON0614', 'Honda', 'Peugeot', '2000', 'KL634870');
INSERT INTO Taxi VALUES ('DVU0958', 'Nissan', 'Marcopolo', '2000', 'XZ799715');
INSERT INTO Taxi VALUES ('LOC9360', 'Jaguar', 'Jaguar', '2023', 'ME439844');
INSERT INTO Taxi VALUES ('OSC0817', 'BYD', 'Renault', '2008', 'SD325453');
INSERT INTO Taxi VALUES ('DCC1845', 'Marcopolo', 'Jeep', '2016', 'EB368402');
INSERT INTO Taxi VALUES ('AYZ1574', 'Mitsubishi', 'Renault', '2001', 'DN767032');
INSERT INTO Taxi VALUES ('LRS1897', 'BYD', 'Jaguar', '2015', 'ZZ484834');
INSERT INTO Taxi VALUES ('PKN7514', 'Fiat', 'Nissan', '2020', 'AZ993560');
INSERT INTO Taxi VALUES ('EED7426', 'Volkswagen', 'Honda', '2007', 'XV465874');
INSERT INTO Taxi VALUES ('IXA9795', 'Fiat', 'Nissan', '2010', 'NL943802');
INSERT INTO Taxi VALUES ('ORT2591', 'Volkswagen', 'Peugeot', '2011', 'NU562142');
INSERT INTO Taxi VALUES ('SDP3194', 'Jaguar', 'Renault', '2004', 'YP327088');
INSERT INTO Taxi VALUES ('IAJ8355', 'Nissan', 'BWM', '2020', 'NQ207864');
INSERT INTO Taxi VALUES ('TUX2255', 'Nissan', 'BWM', '1998', 'CJ190864');
INSERT INTO Taxi VALUES ('AON2052', 'Suzuki', 'Volkswagen', '2006', 'NA512511');
INSERT INTO Taxi VALUES ('BER5032', 'Suzuki', 'Peugeot', '2019', 'VS927890');
INSERT INTO Taxi VALUES ('LPH9145', 'Nissan', 'Citroen', '2010', 'SS092305');
INSERT INTO Taxi VALUES ('FKP9801', 'Mitsubishi', 'Honda', '2024', 'CQ541510');
INSERT INTO Taxi VALUES ('JOL3208', 'Honda', 'Renault', '2011', 'OP812586');
INSERT INTO Taxi VALUES ('FSV1039', 'Citroen', 'Nissan', '2015', 'QY931390');
INSERT INTO Taxi VALUES ('IZQ0977', 'GWM', 'Fiat', '1998', 'ZJ470694');
INSERT INTO Taxi VALUES ('AON8013', 'Fiat', 'Fiat', '2014', 'VT341879');
INSERT INTO Taxi VALUES ('EWQ8404', 'Citroen', 'Honda', '2012', 'FX851739');
INSERT INTO Taxi VALUES ('YLQ5796', 'Volkswagen', 'Volkswagen', '2009', 'ZT982055');
INSERT INTO Taxi VALUES ('CNB2697', 'Jaguar', 'Renault', '2021', 'CW537192');
INSERT INTO Taxi VALUES ('IFE6290', 'Marcopolo', 'Peugeot', '2015', 'AB450976');
INSERT INTO Taxi VALUES ('YIO3279', 'Marcopolo', 'Nissan', '2020', 'EU066844');
INSERT INTO Taxi VALUES ('TZG6773', 'Suzuki', 'GWM', '2005', 'KJ321448');
INSERT INTO Taxi VALUES ('URS5626', 'Jeep', 'Suzuki', '2006', 'RL509314');
INSERT INTO Taxi VALUES ('MUF6223', 'Fiat', 'Jaguar', '2000', 'KD279653');
INSERT INTO Taxi VALUES ('UNS8943', 'Volkswagen', 'BWM', '2016', 'IL730713');
INSERT INTO Taxi VALUES ('OOJ1061', 'Jaguar', 'Renault', '2004', 'NI381707');
INSERT INTO Taxi VALUES ('SUJ0601', 'Citroen', 'Honda', '2021', 'XL875142');
INSERT INTO Taxi VALUES ('YLV6110', 'Mitsubishi', 'BWM', '2004', 'VA111889');
INSERT INTO Taxi VALUES ('VSK3568', 'Renault', 'BWM', '2002', 'PA646675');
INSERT INTO Taxi VALUES ('DPQ3779', 'Toyota', 'Citroen', '2021', 'KZ402819');
INSERT INTO Taxi VALUES ('JHB6775', 'Mitsubishi', 'Nissan', '2004', 'PP814573');
INSERT INTO Taxi VALUES ('ZHT3164', 'Honda', 'Honda', '2024', 'OB274445');
INSERT INTO Taxi VALUES ('TPI2012', 'Nissan', 'Suzuki', '2004', 'WY918544');
INSERT INTO Taxi VALUES ('CII5598', 'BYD', 'Marcopolo', '2001', 'UY454115');
INSERT INTO Taxi VALUES ('YWW5907', 'Honda', 'BWM', '2023', 'ST712662');
INSERT INTO Taxi VALUES ('QXW1334', 'Suzuki', 'Renault', '2003', 'PS718095');
INSERT INTO Taxi VALUES ('XOL1054', 'Renault', 'Volkswagen', '2018', 'EU338007');
INSERT INTO Taxi VALUES ('AGG5963', 'Volkswagen', 'BYD', '2007', 'FY224467');
INSERT INTO Taxi VALUES ('BWB5911', 'Fiat', 'GWM', '2008', 'UG581543');
INSERT INTO Taxi VALUES ('WVI7093', 'Renault', 'Mitsubishi', '2024', 'XQ039051');
INSERT INTO Taxi VALUES ('WIX0013', 'Jaguar', 'Volkswagen', '2000', 'PC554341');
INSERT INTO Taxi VALUES ('SUG7299', 'BYD', 'Jaguar', '2010', 'SV242430');
INSERT INTO Taxi VALUES ('QXM2804', 'Mitsubishi', 'Nissan', '2021', 'LX185445');
INSERT INTO Taxi VALUES ('UQW3800', 'Jeep', 'Honda', '2002', 'VV712817');
INSERT INTO Taxi VALUES ('KVV8428', 'BYD', 'Volkswagen', '2001', 'FJ271014');
INSERT INTO Taxi VALUES ('AVA3844', 'Peugeot', 'BYD', '2002', 'NP441653');
INSERT INTO Taxi VALUES ('DRZ6412', 'Nissan', 'Citroen', '2023', 'BW766259');
INSERT INTO Taxi VALUES ('CIN9624', 'Mitsubishi', 'Mitsubishi', '2012', 'YX235227');
INSERT INTO Taxi VALUES ('IEG7914', 'Jaguar', 'Jeep', '2022', 'WX995585');
INSERT INTO Taxi VALUES ('VFE6057', 'Mitsubishi', 'Citroen', '1999', 'ZU429887');
INSERT INTO Taxi VALUES ('TIE0850', 'Jeep', 'Nissan', '2021', 'SO652210');
INSERT INTO Taxi VALUES ('RRF4928', 'Renault', 'Renault', '2009', 'OD606744');
INSERT INTO Taxi VALUES ('OGG0046', 'Renault', 'Citroen', '2018', 'GQ271487');
INSERT INTO Taxi VALUES ('UUO5141', 'Jeep', 'Volkswagen', '2013', 'MC913527');
INSERT INTO Taxi VALUES ('YZO2495', 'Citroen', 'Suzuki', '1998', 'KP784629');
INSERT INTO Taxi VALUES ('DZP2459', 'Peugeot', 'GWM', '2005', 'OP869891');
INSERT INTO Taxi VALUES ('ACA3970', 'Citroen', 'Citroen', '2003', 'OE857772');
INSERT INTO Taxi VALUES ('SOV0411', 'Nissan', 'Nissan', '2013', 'AL963483');
INSERT INTO Taxi VALUES ('OPL6382', 'Peugeot', 'Citroen', '2023', 'HQ103936');
INSERT INTO Taxi VALUES ('GJU8271', 'Marcopolo', 'Volkswagen', '2000', 'YZ181879');
INSERT INTO Taxi VALUES ('RMW4896', 'Peugeot', 'Marcopolo', '2003', 'GR653869');
INSERT INTO Taxi VALUES ('LLF8307', 'Citroen', 'Volkswagen', '2011', 'ZQ060611');
INSERT INTO Taxi VALUES ('MSE5444', 'Volkswagen', 'BWM', '2024', 'CH040012');
INSERT INTO Taxi VALUES ('PWV6756', 'Honda', 'Suzuki', '2000', 'AS277543');
INSERT INTO Taxi VALUES ('HVT8857', 'BYD', 'GWM', '1998', 'DD472465');
INSERT INTO Taxi VALUES ('VRA8284', 'Mitsubishi', 'Volkswagen', '2005', 'IC105206');
INSERT INTO Taxi VALUES ('FZV3688', 'Renault', 'Fiat', '2011', 'KJ815627');
INSERT INTO Taxi VALUES ('GXQ2417', 'Jaguar', 'Citroen', '2024', 'CS447221');
INSERT INTO Taxi VALUES ('FPL4162', 'Mitsubishi', 'Volkswagen', '1998', 'LZ158144');
INSERT INTO Taxi VALUES ('JAH2229', 'Renault', 'BYD', '2013', 'YP458780');
INSERT INTO Taxi VALUES ('RBI3294', 'GWM', 'BWM', '2003', 'XV544112');
INSERT INTO Taxi VALUES ('JWG1858', 'Renault', 'Fiat', '2018', 'VA881254');
INSERT INTO Taxi VALUES ('NRQ4190', 'Marcopolo', 'Mitsubishi', '2005', 'KN610257');
INSERT INTO Taxi VALUES ('JRJ3537', 'Citroen', 'Volkswagen', '2016', 'EP158481');
INSERT INTO Taxi VALUES ('XZS4733', 'Nissan', 'Nissan', '2002', 'DP951849');
INSERT INTO Taxi VALUES ('MAY1334', 'Marcopolo', 'BWM', '2003', 'BV526288');
INSERT INTO Taxi VALUES ('ZEZ9904', 'GWM', 'Honda', '2021', 'GH707026');
INSERT INTO Taxi VALUES ('QLS7771', 'Honda', 'Mitsubishi', '1998', 'BC490428');
INSERT INTO Taxi VALUES ('XTY1666', 'Marcopolo', 'Fiat', '1998', 'QT812210');
INSERT INTO Taxi VALUES ('AID0449', 'Marcopolo', 'Honda', '2007', 'LJ460973');
INSERT INTO Taxi VALUES ('CIJ1450', 'BWM', 'Fiat', '2024', 'EF558156');
INSERT INTO Taxi VALUES ('MWF8330', 'Peugeot', 'Honda', '2023', 'SY460567');
INSERT INTO Taxi VALUES ('DJS8177', 'Mitsubishi', 'Nissan', '2017', 'WY317401');
INSERT INTO Taxi VALUES ('XNL5110', 'Honda', 'Jaguar', '2013', 'EM148171');
INSERT INTO Taxi VALUES ('HEN9608', 'Nissan', 'BYD', '2007', 'JT459450');
INSERT INTO Taxi VALUES ('YHN4732', 'BWM', 'Volkswagen', '2006', 'BV338319');
INSERT INTO Taxi VALUES ('KNI7577', 'Suzuki', 'Citroen', '2011', 'ZP486804');
INSERT INTO Taxi VALUES ('IPK1279', 'Honda', 'BWM', '2007', 'KI463860');
INSERT INTO Taxi VALUES ('GFJ8183', 'GWM', 'Fiat', '2022', 'ZC154087');
INSERT INTO Taxi VALUES ('HVG2686', 'Nissan', 'Volkswagen', '2014', 'TB656099');
INSERT INTO Taxi VALUES ('EJA8377', 'Citroen', 'GWM', '1998', 'UD239250');
INSERT INTO Taxi VALUES ('HTM4872', 'Mitsubishi', 'Honda', '2023', 'OL922248');
INSERT INTO Taxi VALUES ('RLG0570', 'Jaguar', 'Honda', '2024', 'OA495295');
INSERT INTO Taxi VALUES ('LQO2285', 'Fiat', 'Suzuki', '2019', 'AL519563');
INSERT INTO Taxi VALUES ('BSZ0113', 'Citroen', 'Suzuki', '1998', 'FU356511');
INSERT INTO Taxi VALUES ('FZL6415', 'Volkswagen', 'Suzuki', '2012', 'VK605935');
INSERT INTO Taxi VALUES ('SQT9525', 'BYD', 'Citroen', '2002', 'CZ372940');
INSERT INTO Taxi VALUES ('TMV5787', 'Fiat', 'Marcopolo', '2004', 'OC723221');
INSERT INTO Taxi VALUES ('SID7149', 'Marcopolo', 'Citroen', '2024', 'PG145593');
INSERT INTO Taxi VALUES ('UZJ5578', 'Honda', 'BWM', '2022', 'JH606870');
INSERT INTO Taxi VALUES ('OLU9605', 'Volkswagen', 'Suzuki', '2010', 'WD288845');
INSERT INTO Taxi VALUES ('JXJ5216', 'Mitsubishi', 'Honda', '2010', 'IW800588');
INSERT INTO Taxi VALUES ('QBK0065', 'Fiat', 'Mitsubishi', '2011', 'MC988641');
INSERT INTO Taxi VALUES ('CBC0330', 'Fiat', 'Fiat', '2004', 'EZ423708');
INSERT INTO Taxi VALUES ('YPS0369', 'Nissan', 'Fiat', '2006', 'RO494887');
INSERT INTO Taxi VALUES ('FGV8701', 'Mitsubishi', 'GWM', '2024', 'DF036916');
INSERT INTO Taxi VALUES ('WFY8427', 'GWM', 'Volkswagen', '2019', 'WZ832868');
INSERT INTO Taxi VALUES ('QUQ1266', 'Citroen', 'Citroen', '2022', 'UN590826');
INSERT INTO Taxi VALUES ('OFT6512', 'Renault', 'Peugeot', '2011', 'NR685396');
INSERT INTO Taxi VALUES ('KAS1466', 'Fiat', 'Nissan', '2010', 'MP172799');
INSERT INTO Taxi VALUES ('PZE3749', 'Suzuki', 'Volkswagen', '2004', 'OR088393');
INSERT INTO Taxi VALUES ('YEE1705', 'Peugeot', 'Peugeot', '2001', 'HI737843');
INSERT INTO Taxi VALUES ('BMX2479', 'Peugeot', 'Mitsubishi', '2005', 'YA358812');
INSERT INTO Taxi VALUES ('GUV3291', 'Suzuki', 'Peugeot', '2012', 'VX720522');
INSERT INTO Taxi VALUES ('LXJ1705', 'Suzuki', 'Fiat', '2000', 'PU237369');
INSERT INTO Taxi VALUES ('JNE9259', 'Renault', 'BWM', '2006', 'QV393368');
INSERT INTO Taxi VALUES ('RKR2575', 'GWM', 'BYD', '2008', 'UD689845');
INSERT INTO Taxi VALUES ('CST9549', 'Honda', 'BWM', '2009', 'WQ409064');
INSERT INTO Taxi VALUES ('NLD2948', 'Citroen', 'Volkswagen', '2017', 'IJ014873');
INSERT INTO Taxi VALUES ('JQN7555', 'Renault', 'BWM', '2020', 'UJ270517');
INSERT INTO Taxi VALUES ('GSV9770', 'BYD', 'Nissan', '2006', 'TG290927');
INSERT INTO Taxi VALUES ('XTM4615', 'Nissan', 'Honda', '2008', 'QL140797');
INSERT INTO Taxi VALUES ('HYI3172', 'Mitsubishi', 'BWM', '2022', 'PG451511');
INSERT INTO Taxi VALUES ('XVY4351', 'Citroen', 'Mitsubishi', '2023', 'UB214168');
INSERT INTO Taxi VALUES ('JTF5611', 'BWM', 'GWM', '2005', 'TO131924');
INSERT INTO Taxi VALUES ('HVH9785', 'Volkswagen', 'Honda', '2004', 'EJ654027');
INSERT INTO Taxi VALUES ('YNL7224', 'Mitsubishi', 'Jeep', '2017', 'NL918896');
INSERT INTO Taxi VALUES ('SKK2474', 'Suzuki', 'Renault', '2011', 'LS985434');
INSERT INTO Taxi VALUES ('BFV0642', 'Marcopolo', 'Suzuki', '2007', 'YY360944');
INSERT INTO Taxi VALUES ('WUC1272', 'Suzuki', 'BWM', '2017', 'NT075877');
INSERT INTO Taxi VALUES ('ZSB1341', 'Nissan', 'Peugeot', '2019', 'EI841202');
INSERT INTO Taxi VALUES ('KLV4414', 'Honda', 'Honda', '2019', 'NY215439');
INSERT INTO Taxi VALUES ('MHW2461', 'BWM', 'Nissan', '2014', 'UQ362952');
INSERT INTO Taxi VALUES ('ZNH2190', 'Nissan', 'Peugeot', '2016', 'DN297930');
INSERT INTO Taxi VALUES ('ICP1582', 'Renault', 'Mitsubishi', '2024', 'DS173702');
INSERT INTO Taxi VALUES ('DIM7785', 'Jeep', 'Volkswagen', '2012', 'VQ248402');
INSERT INTO Taxi VALUES ('HBE4619', 'Volkswagen', 'BYD', '2000', 'FH608672');
INSERT INTO Taxi VALUES ('COC4443', 'Citroen', 'Citroen', '2001', 'RT732071');
INSERT INTO Taxi VALUES ('ASJ2782', 'BYD', 'Renault', '2016', 'UL628229');
INSERT INTO Taxi VALUES ('TWB3156', 'Honda', 'Honda', '2008', 'WJ548782');
INSERT INTO Taxi VALUES ('SGO5437', 'Fiat', 'Jeep', '2012', 'UM886586');
INSERT INTO Taxi VALUES ('OWT3660', 'Mitsubishi', 'Fiat', '2010', 'RV553477');
INSERT INTO Taxi VALUES ('WBI1572', 'Fiat', 'Citroen', '2022', 'YD149375');
INSERT INTO Taxi VALUES ('UCO9355', 'Toyota', 'Jeep', '2022', 'KX135902');
INSERT INTO Taxi VALUES ('WFM4875', 'Citroen', 'Volkswagen', '2016', 'QO024485');
INSERT INTO Taxi VALUES ('FWT8987', 'Nissan', 'Nissan', '2001', 'AA693322');
INSERT INTO Taxi VALUES ('HNX8250', 'Volkswagen', 'Renault', '2011', 'VT302710');
INSERT INTO Taxi VALUES ('ILU0850', 'Fiat', 'Jaguar', '2017', 'SO627516');
INSERT INTO Taxi VALUES ('QRA9049', 'Renault', 'Nissan', '2017', 'XD520259');
INSERT INTO Taxi VALUES ('TCO6386', 'Suzuki', 'Renault', '2006', 'AK484771');
INSERT INTO Taxi VALUES ('AVY3937', 'Suzuki', 'Fiat', '2008', 'DX597423');
INSERT INTO Taxi VALUES ('KJY7602', 'Volkswagen', 'Nissan', '2009', 'QA253894');
INSERT INTO Taxi VALUES ('ONW5072', 'Mitsubishi', 'Fiat', '2009', 'DD467025');
INSERT INTO Taxi VALUES ('OON9247', 'Fiat', 'Honda', '2006', 'PT715499');
INSERT INTO Taxi VALUES ('UDB1290', 'Volkswagen', 'BWM', '2018', 'PD197514');
INSERT INTO Taxi VALUES ('EXP8510', 'Honda', 'Jaguar', '2017', 'FJ454763');
INSERT INTO Taxi VALUES ('KIL6494', 'Peugeot', 'Mitsubishi', '2023', 'SN993846');
INSERT INTO Taxi VALUES ('PJF4380', 'Nissan', 'Suzuki', '2009', 'RS284984');
INSERT INTO Taxi VALUES ('MFJ2049', 'Renault', 'Jaguar', '2019', 'EW320271');
INSERT INTO Taxi VALUES ('SZX0399', 'BYD', 'Citroen', '2001', 'UK513530');
INSERT INTO Taxi VALUES ('TMA0716', 'Fiat', 'Suzuki', '2020', 'OE349061');
INSERT INTO Taxi VALUES ('MNB6924', 'Marcopolo', 'Citroen', '2022', 'TW070433');
INSERT INTO Taxi VALUES ('MPH0590', 'Renault', 'GWM', '2013', 'UF913969');
INSERT INTO Taxi VALUES ('TBL2562', 'Fiat', 'Volkswagen', '2006', 'WL782341');
INSERT INTO Taxi VALUES ('UUJ5210', 'Nissan', 'Citroen', '2000', 'JH680908');
INSERT INTO Taxi VALUES ('CBR3319', 'Citroen', 'Jaguar', '2005', 'QF839550');
INSERT INTO Taxi VALUES ('GRE9533', 'Nissan', 'Honda', '2010', 'VT350275');
INSERT INTO Taxi VALUES ('LPE9699', 'Honda', 'Jeep', '2023', 'TI437184');
INSERT INTO Taxi VALUES ('OIH8095', 'BYD', 'Honda', '2017', 'AY206634');
INSERT INTO Taxi VALUES ('OPA6828', 'Volkswagen', 'Marcopolo', '2007', 'DT528701');
INSERT INTO Taxi VALUES ('YDG6246', 'Jeep', 'Mitsubishi', '2006', 'IF483782');
INSERT INTO Taxi VALUES ('LDJ9821', 'Nissan', 'Jeep', '2011', 'SZ327014');
INSERT INTO Taxi VALUES ('VQV0264', 'Honda', 'Citroen', '2004', 'OQ441713');
INSERT INTO Taxi VALUES ('NNP7561', 'BYD', 'Mitsubishi', '2014', 'ME917389');
INSERT INTO Taxi VALUES ('BCI1492', 'Honda', 'GWM', '2009', 'ZL946232');
INSERT INTO Taxi VALUES ('JJX9476', 'Honda', 'Renault', '2003', 'MP175848');
INSERT INTO Taxi VALUES ('ANC4956', 'Suzuki', 'Citroen', '2009', 'KR218945');
INSERT INTO Taxi VALUES ('DBI7185', 'Volkswagen', 'BWM', '2011', 'BY029049');
INSERT INTO Taxi VALUES ('GTV3912', 'Citroen', 'Volkswagen', '2006', 'QW138922');
INSERT INTO Taxi VALUES ('LMI4997', 'Marcopolo', 'Fiat', '2009', 'YM518828');
INSERT INTO Taxi VALUES ('CYX9511', 'Volkswagen', 'Mitsubishi', '2013', 'AR794924');
INSERT INTO Taxi VALUES ('BHZ9071', 'Fiat', 'Mitsubishi', '2021', 'VU437789');
INSERT INTO Taxi VALUES ('DND8685', 'Fiat', 'BWM', '2022', 'CU663860');
INSERT INTO Taxi VALUES ('MLG3528', 'Volkswagen', 'Honda', '1999', 'GS821749');
INSERT INTO Taxi VALUES ('GSU4316', 'GWM', 'Honda', '2007', 'GB016976');
INSERT INTO Taxi VALUES ('UJO5362', 'Renault', 'Suzuki', '2010', 'QZ756240');
INSERT INTO Taxi VALUES ('RBW0126', 'Jeep', 'Jeep', '2016', 'GL118577');
INSERT INTO Taxi VALUES ('KZT8458', 'Citroen', 'Renault', '2008', 'XC347620');
INSERT INTO Taxi VALUES ('YTG9979', 'GWM', 'Volkswagen', '2012', 'SB331981');
INSERT INTO Taxi VALUES ('OMW4471', 'BWM', 'Peugeot', '2019', 'VE565123');
INSERT INTO Taxi VALUES ('UJB5838', 'Honda', 'Marcopolo', '1998', 'ND047663');
INSERT INTO Taxi VALUES ('VEA6239', 'Suzuki', 'Suzuki', '2006', 'JN229606');
INSERT INTO Taxi VALUES ('TRE1362', 'Fiat', 'Nissan', '2006', 'WE039455');
INSERT INTO Taxi VALUES ('JMD7368', 'Volkswagen', 'Suzuki', '2010', 'JE691617');
INSERT INTO Taxi VALUES ('UXD6392', 'Citroen', 'Jaguar', '2015', 'EW281076');
INSERT INTO Taxi VALUES ('GBI9708', 'Mitsubishi', 'Nissan', '2023', 'XR706283');
INSERT INTO Taxi VALUES ('XUV8603', 'Jaguar', 'Mitsubishi', '2000', 'QT796416');
INSERT INTO Taxi VALUES ('JSJ1661', 'Mitsubishi', 'Mitsubishi', '2007', 'DJ373437');
INSERT INTO Taxi VALUES ('DJB0875', 'BYD', 'Mitsubishi', '2007', 'TX700843');
INSERT INTO Taxi VALUES ('IQV3195', 'Mitsubishi', 'Jaguar', '2004', 'CF171673');
INSERT INTO Taxi VALUES ('YQC5875', 'Peugeot', 'Jaguar', '2008', 'AA493503');
INSERT INTO Taxi VALUES ('XVU8562', 'Fiat', 'BWM', '2010', 'WI905787');
INSERT INTO Taxi VALUES ('UDK7044', 'Nissan', 'Honda', '1998', 'GK528247');
INSERT INTO Taxi VALUES ('YEQ3087', 'Marcopolo', 'Suzuki', '1999', 'CE888214');
INSERT INTO Taxi VALUES ('XPQ3159', 'Citroen', 'Suzuki', '2003', 'YT778458');
INSERT INTO Taxi VALUES ('TIA9569', 'Citroen', 'Volkswagen', '2020', 'BK053729');
INSERT INTO Taxi VALUES ('ZCG5979', 'BWM', 'Nissan', '2006', 'BE941956');
INSERT INTO Taxi VALUES ('GNC7254', 'Jeep', 'Jaguar', '2005', 'JU837546');
INSERT INTO Taxi VALUES ('IAV3792', 'Honda', 'BYD', '2024', 'MJ768407');
INSERT INTO Taxi VALUES ('EXO6346', 'Honda', 'Toyota', '2015', 'ZA390663');
INSERT INTO Taxi VALUES ('HGM8364', 'Peugeot', 'Jaguar', '2005', 'HT265207');
INSERT INTO Taxi VALUES ('GYB6130', 'Mitsubishi', 'GWM', '2012', 'LF349567');
INSERT INTO Taxi VALUES ('DOO2861', 'Jeep', 'Suzuki', '2022', 'WE111290');
INSERT INTO Taxi VALUES ('OSH6319', 'Jeep', 'Renault', '2009', 'LS867486');
INSERT INTO Taxi VALUES ('BDB5281', 'Peugeot', 'Volkswagen', '2013', 'YB221176');
INSERT INTO Taxi VALUES ('ICT9876', 'Honda', 'Jaguar', '2014', 'II881337');
INSERT INTO Taxi VALUES ('PZL1265', 'Mitsubishi', 'Suzuki', '2001', 'IG089511');
INSERT INTO Taxi VALUES ('JRF8206', 'BWM', 'Jeep', '1998', 'NG685747');
INSERT INTO Taxi VALUES ('WCA7982', 'Nissan', 'Honda', '2001', 'WY575919');
INSERT INTO Taxi VALUES ('IKF9256', 'Renault', 'BWM', '2022', 'MB053986');
INSERT INTO Taxi VALUES ('BFC4510', 'Volkswagen', 'Volkswagen', '2024', 'VT881106');
INSERT INTO Taxi VALUES ('LQC5028', 'Mitsubishi', 'Renault', '2005', 'XV410224');
INSERT INTO Taxi VALUES ('MIS2876', 'Honda', 'Fiat', '2001', 'RN205275');
INSERT INTO Taxi VALUES ('AGZ2540', 'Peugeot', 'Peugeot', '2008', 'LU352880');
INSERT INTO Taxi VALUES ('WBB6407', 'Fiat', 'Jeep', '2004', 'KB807252');
INSERT INTO Taxi VALUES ('ROD8519', 'Marcopolo', 'BYD', '2007', 'MB367986');
INSERT INTO Taxi VALUES ('ISZ8473', 'Jaguar', 'Suzuki', '2016', 'VO336128');
INSERT INTO Taxi VALUES ('FHV1309', 'Suzuki', 'BWM', '2012', 'OB783303');
INSERT INTO Taxi VALUES ('ZHK7917', 'Nissan', 'Mitsubishi', '2012', 'SM325806');
INSERT INTO Taxi VALUES ('PQR1544', 'Mitsubishi', 'Volkswagen', '2014', 'YP710053');
INSERT INTO Taxi VALUES ('LGP3216', 'GWM', 'Jeep', '2002', 'FP323297');
INSERT INTO Taxi VALUES ('VTE9377', 'BWM', 'Citroen', '2009', 'OZ647412');
INSERT INTO Taxi VALUES ('SZM9067', 'Jeep', 'Volkswagen', '2021', 'OK262459');
INSERT INTO Taxi VALUES ('DGW6629', 'Renault', 'GWM', '2024', 'UY678527');
INSERT INTO Taxi VALUES ('NNT9482', 'Jeep', 'Volkswagen', '2021', 'KF902963');
INSERT INTO Taxi VALUES ('XFL9876', 'Mitsubishi', 'Renault', '2018', 'KV409636');
INSERT INTO Taxi VALUES ('RWM8619', 'Honda', 'Honda', '2017', 'SE895025');
INSERT INTO Taxi VALUES ('CKN1554', 'GWM', 'Fiat', '2008', 'KZ042509');
INSERT INTO Taxi VALUES ('XVJ6603', 'Honda', 'Marcopolo', '2017', 'KW808160');
INSERT INTO Taxi VALUES ('XPS3565', 'Jaguar', 'Volkswagen', '2023', 'EJ031309');
INSERT INTO Taxi VALUES ('NVS7075', 'Fiat', 'Volkswagen', '2004', 'WI836737');
INSERT INTO Taxi VALUES ('GSF3910', 'Volkswagen', 'Volkswagen', '2016', 'VJ455906');
INSERT INTO Taxi VALUES ('NEQ6409', 'BYD', 'Honda', '2020', 'NF710633');
INSERT INTO Taxi VALUES ('DJB1900', 'Toyota', 'Volkswagen', '2005', 'SP427842');
INSERT INTO Taxi VALUES ('VGC0486', 'BWM', 'Jeep', '2008', 'AE344305');
INSERT INTO Taxi VALUES ('LEN0854', 'Marcopolo', 'GWM', '2015', 'XM437820');
INSERT INTO Taxi VALUES ('ZPK3926', 'Honda', 'Toyota', '2018', 'XO997291');
INSERT INTO Taxi VALUES ('QSR2101', 'GWM', 'Renault', '2020', 'FQ568781');
INSERT INTO Taxi VALUES ('IJM3595', 'Nissan', 'BWM', '2022', 'VR056385');
INSERT INTO Taxi VALUES ('BEA7588', 'Nissan', 'Suzuki', '2022', 'AF340956');
INSERT INTO Taxi VALUES ('SNL3783', 'Jaguar', 'Marcopolo', '1998', 'GA210513');
INSERT INTO Taxi VALUES ('EKP8826', 'Toyota', 'Renault', '2009', 'LQ606090');
INSERT INTO Taxi VALUES ('XWN1150', 'Citroen', 'Citroen', '2013', 'JT411484');
INSERT INTO Taxi VALUES ('SKD5283', 'GWM', 'Honda', '2014', 'OV617888');
INSERT INTO Taxi VALUES ('SAH7692', 'BWM', 'Volkswagen', '2021', 'OB639145');
INSERT INTO Taxi VALUES ('NPX0794', 'BWM', 'Jaguar', '1998', 'NN937448');
INSERT INTO Taxi VALUES ('QUM5033', 'Mitsubishi', 'Suzuki', '2001', 'DP120910');
INSERT INTO Taxi VALUES ('GNL3321', 'Jeep', 'BYD', '2022', 'OK505028');
INSERT INTO Taxi VALUES ('QPM6443', 'Jeep', 'Jeep', '2010', 'CN339554');
INSERT INTO Taxi VALUES ('UQV9399', 'Citroen', 'Jeep', '2006', 'BD856093');
INSERT INTO Taxi VALUES ('EDS3200', 'Peugeot', 'BYD', '2023', 'HW539133');
INSERT INTO Taxi VALUES ('PLK7255', 'Honda', 'Honda', '2000', 'UC376918');
INSERT INTO Taxi VALUES ('GGZ6287', 'Nissan', 'Peugeot', '2004', 'LU791080');
INSERT INTO Taxi VALUES ('FTN3001', 'Mitsubishi', 'BWM', '2021', 'YD953603');
INSERT INTO Taxi VALUES ('SQQ3718', 'Volkswagen', 'Peugeot', '2019', 'LE687170');
INSERT INTO Taxi VALUES ('QRN0541', 'Nissan', 'Mitsubishi', '1999', 'RB669711');
INSERT INTO Taxi VALUES ('NGD7517', 'Jeep', 'Jaguar', '2012', 'GA519079');
INSERT INTO Taxi VALUES ('FCV2422', 'Citroen', 'Peugeot', '2020', 'OC440995');
INSERT INTO Taxi VALUES ('CXR9904', 'Honda', 'GWM', '2016', 'IC325777');
INSERT INTO Taxi VALUES ('CTD8754', 'BWM', 'Honda', '2014', 'NN373522');
